Game_ID,Game_Spec_ID,Genre,Prev_Price,Cur_Price
1100,10100,Action,59.67,37.66
1101,10101,Shooter,50.97,24.63
1102,10102,Misc,67.93,4.37
1103,10103,Shooter,52.4,15.72
1104,10104,Racing,36.56,14.31
1105,10105,Fighting,41.19,14.33
1106,10106,Platform,40.21,20.1
1107,10107,Fighting,35.11,21.36
1108,10108,Racing,67.5,31.81
1109,10109,Role-Playing,53.84,3.84
1110,10110,Racing,38.45,28.69
1111,10111,Misc,68.95,22.06
1112,10112,Sports,62.99,26.86
1113,10113,Racing,36.2,12.99
1114,10114,Shooter,37.28,15.78
1115,10115,Action,58.8,33.0
1116,10116,Platform,35.97,10.71
1117,10117,Sports,55.35,5.38
1118,10118,Shooter,56.72,15.63
1119,10119,Action,50.9,7.14
1120,10120,Shooter,59.89,39.32
1121,10121,Sports,54.47,10.19
1122,10122,Misc,60.56,24.52
1123,10123,Action,56.1,29.45
1124,10124,Sports,66.08,33.76
1125,10125,Platform,50.53,19.28
1126,10126,Role-Playing,49.01,22.78
1127,10127,Action,49.83,16.39
1128,10128,Action,53.53,20.46
1129,10129,Shooter,30.27,12.13
1130,10130,Role-Playing,43.8,21.04
1131,10131,Role-Playing,40.95,23.98
1132,10132,Role-Playing,37.59,23.79
1133,10133,Shooter,44.13,12.12
1134,10134,Action,48.52,14.05
1135,10135,Platform,39.67,29.9
1136,10136,Fighting,44.22,12.78
1137,10137,Role-Playing,46.13,19.8
1138,10138,Action,41.49,22.11
1139,10139,Sports,40.02,5.85
1140,10140,Shooter,56.02,23.23
1141,10141,Shooter,52.8,4.7
1142,10142,Action,48.09,25.27
1143,10143,Platform,47.66,2.05
1144,10144,Action,64.36,15.32
1145,10145,Action,48.37,7.69
1146,10146,Action,67.12,24.67
1147,10147,Role-Playing,62.05,36.35
1148,10148,Platform,65.16,19.94
1149,10149,Role-Playing,66.5,6.71
1150,10150,Action,65.95,12.18
1151,10151,Action,35.56,4.7
1152,10152,Fighting,37.58,7.29
1153,10153,Simulation,41.8,19.0
1154,10154,Shooter,44.48,17.44
1155,10155,Puzzle,30.45,27.18
1156,10156,Action,53.31,3.58
1157,10157,Fighting,34.89,12.44
1158,10158,Adventure,69.94,12.68
1159,10159,Action,53.93,36.73
1160,10160,Racing,56.93,18.03
1161,10161,Role-Playing,50.28,20.63
1162,10162,Platform,43.03,24.73
1163,10163,Racing,33.91,21.79
1164,10164,Platform,47.19,27.35
1165,10165,Strategy,37.47,22.78
1166,10166,Shooter,50.3,6.9
1167,10167,Platform,39.98,21.69
1168,10168,Misc,48.03,24.83
1169,10169,Role-Playing,56.25,3.72
1170,10170,Puzzle,42.69,11.28
1171,10171,Misc,41.89,14.41
1172,10172,Action,57.04,36.35
1173,10173,Role-Playing,38.95,13.08
1174,10174,Role-Playing,45.88,23.87
1175,10175,Platform,41.23,18.14
1176,10176,Action,64.23,12.57
1177,10177,Puzzle,52.23,21.97
1178,10178,Action,46.58,19.32
1179,10179,Role-Playing,35.84,24.72
1180,10180,Role-Playing,47.43,8.12
1181,10181,Platform,33.47,11.05
1182,10182,Platform,69.19,23.65
1183,10183,Platform,48.19,5.88
1184,10184,Action,68.19,16.39
1185,10185,Action,61.54,17.2
1186,10186,Platform,40.92,1.77
1187,10187,Simulation,59.69,26.36
1188,10188,Sports,52.7,38.11
1189,10189,Shooter,37.11,14.43
1190,10190,Platform,30.28,28.96
1191,10191,Role-Playing,58.14,36.76
1192,10192,Shooter,43.39,4.07
1193,10193,Simulation,43.37,16.42
1194,10194,Misc,42.82,37.75
1195,10195,Action,60.73,9.24
1196,10196,Action,48.49,37.05
1197,10197,Action,48.13,25.95
1198,10198,Sports,58.14,33.83
1199,10199,Platform,35.7,13.02
1200,10200,Action,41.1,4.29
1201,10201,Sports,49.88,20.82
1202,10202,Fighting,41.12,30.98
1203,10203,Strategy,39.1,10.45
1204,10204,Platform,33.08,23.91
1205,10205,Shooter,56.62,7.43
1206,10206,Misc,43.99,1.67
1207,10207,Role-Playing,45.37,31.77
1208,10208,Role-Playing,69.65,17.32
1209,10209,Action,41.2,31.76
1210,10210,Sports,60.96,36.31
1211,10211,Action,68.02,30.96
1212,10212,Racing,47.14,6.6
1213,10213,Role-Playing,60.05,16.57
1214,10214,Puzzle,40.94,4.19
1215,10215,Action,44.63,25.18
1216,10216,Strategy,62.43,21.52
1217,10217,Adventure,58.67,10.59
1218,10218,Sports,57.77,19.21
1219,10219,Racing,34.48,29.17
1220,10220,Sports,60.54,30.35
1221,10221,Action,68.39,19.83
1222,10222,Action,37.29,5.9
1223,10223,Racing,45.22,4.5
1224,10224,Sports,43.91,14.45
1225,10225,Simulation,43.91,24.04
1226,10226,Action,35.43,16.88
1227,10227,Racing,43.1,18.38
1228,10228,Action,31.09,8.57
1229,10229,Misc,58.05,34.78
1230,10230,Action,35.72,18.38
1231,10231,Action,31.47,3.8
1232,10232,Sports,64.07,33.87
1233,10233,Action,45.2,16.86
1234,10234,Shooter,57.45,14.13
1235,10235,Action,58.36,21.82
1236,10236,Misc,68.95,9.09
1237,10237,Sports,42.81,26.74
1238,10238,Platform,49.63,2.26
1239,10239,Sports,50.0,16.89
1240,10240,Action,31.54,27.3
1241,10241,Role-Playing,41.69,20.98
1242,10242,Action,67.32,6.65
1243,10243,Shooter,64.52,27.48
1244,10244,Action,59.58,24.23
1245,10245,Misc,42.66,25.52
1246,10246,Misc,54.43,12.13
1247,10247,Sports,38.71,2.4
1248,10248,Sports,67.78,9.95
1249,10249,Role-Playing,67.47,38.32
1250,10250,Adventure,37.61,28.45
1251,10251,Racing,65.51,12.69
1252,10252,Shooter,68.4,34.04
1253,10253,Platform,46.31,10.85
1254,10254,Role-Playing,68.68,11.47
1255,10255,Sports,41.39,25.93
1256,10256,Shooter,65.35,20.42
1257,10257,Shooter,40.04,19.83
1258,10258,Role-Playing,53.2,13.69
1259,10259,Shooter,45.77,11.01
1260,10260,Platform,68.05,22.94
1261,10261,Action,46.28,9.73
1262,10262,Action,53.35,28.9
1263,10263,Misc,34.46,19.57
1264,10264,Action,39.7,17.9
1265,10265,Platform,40.19,39.36
1266,10266,Strategy,37.17,23.53
1267,10267,Action,54.87,20.15
1268,10268,Sports,68.85,17.12
1269,10269,Misc,36.2,28.55
1270,10270,Shooter,50.08,18.93
1271,10271,Racing,47.32,32.17
1272,10272,Action,68.95,14.18
1273,10273,Fighting,65.26,20.92
1274,10274,Sports,52.61,29.69
1275,10275,Action,38.67,27.98
1276,10276,Racing,35.08,1.9
1277,10277,Action,36.35,15.87
1278,10278,Sports,44.15,2.18
1279,10279,Action,62.08,23.8
1280,10280,Shooter,37.08,12.54
1281,10281,Platform,33.87,9.24
1282,10282,Sports,69.44,14.17
1283,10283,Action,68.62,23.61
1284,10284,Fighting,42.31,4.7
1285,10285,Misc,43.74,5.31
1286,10286,Role-Playing,63.73,37.87
1287,10287,Role-Playing,56.17,10.07
1288,10288,Role-Playing,66.53,21.21
1289,10289,Action,64.4,18.73
1290,10290,Racing,57.59,7.46
1291,10291,Sports,58.5,2.69
1292,10292,Misc,47.1,2.47
1293,10293,Fighting,33.35,9.72
1294,10294,Shooter,58.55,8.5
1295,10295,Shooter,40.15,18.06
1296,10296,Misc,51.9,1.43
1297,10297,Sports,35.74,11.26
1298,10298,Role-Playing,58.66,18.03
1299,10299,Puzzle,41.11,32.81
1300,10300,Shooter,44.79,37.23
1301,10301,Misc,46.61,7.1
1302,10302,Sports,46.6,34.14
1303,10303,Action,50.69,36.75
1304,10304,Platform,32.65,14.38
1305,10305,Sports,43.68,1.12
1306,10306,Action,47.3,38.55
1307,10307,Role-Playing,63.98,37.13
1308,10308,Racing,69.32,19.28
1309,10309,Role-Playing,69.93,34.38
1310,10310,Fighting,60.25,35.8
1311,10311,Role-Playing,40.25,8.69
1312,10312,Sports,58.73,20.41
1313,10313,Sports,65.16,10.54
1314,10314,Sports,32.49,27.59
1315,10315,Misc,58.2,23.57
1316,10316,Misc,41.92,12.92
1317,10317,Action,46.15,29.44
1318,10318,Role-Playing,61.52,33.84
1319,10319,Misc,67.9,37.49
1320,10320,Simulation,53.66,33.47
1321,10321,Action,67.38,3.8
1322,10322,Sports,45.04,1.68
1323,10323,Action,65.61,20.73
1324,10324,Action,44.79,18.56
1325,10325,Platform,45.56,5.85
1326,10326,Misc,60.84,15.09
1327,10327,Simulation,33.29,17.85
1328,10328,Platform,55.95,25.27
1329,10329,Action,39.28,8.69
1330,10330,Role-Playing,55.44,24.18
1331,10331,Action,38.09,10.86
1332,10332,Platform,45.86,29.49
1333,10333,Sports,40.29,20.32
1334,10334,Strategy,47.99,10.26
1335,10335,Shooter,49.17,30.44
1336,10336,Simulation,44.03,31.77
1337,10337,Misc,51.87,1.28
1338,10338,Sports,43.1,23.81
1339,10339,Racing,40.18,16.31
1340,10340,Platform,40.37,29.67
1341,10341,Shooter,47.57,27.51
1342,10342,Misc,57.0,21.91
1343,10343,Racing,43.98,19.86
1344,10344,Platform,47.94,12.94
1345,10345,Simulation,35.21,9.22
1346,10346,Sports,47.95,28.83
1347,10347,Sports,44.25,28.8
1348,10348,Shooter,43.67,12.89
1349,10349,Action,66.35,34.42
1350,10350,Shooter,43.72,9.59
1351,10351,Shooter,43.61,3.33
1352,10352,Shooter,45.4,22.76
1353,10353,Racing,34.48,28.87
1354,10354,Simulation,44.86,22.09
1355,10355,Action,33.13,17.46
1356,10356,Shooter,59.01,5.76
1357,10357,Fighting,42.37,20.99
1358,10358,Platform,34.17,9.23
1359,10359,Action,61.97,12.14
1360,10360,Action,45.4,14.9
1361,10361,Action,32.32,11.83
1362,10362,Shooter,47.69,23.41
1363,10363,Action,53.8,37.64
1364,10364,Shooter,46.21,9.49
1365,10365,Sports,66.59,20.99
1366,10366,Action,39.31,22.31
1367,10367,Platform,36.18,23.7
1368,10368,Shooter,64.95,25.28
1369,10369,Sports,45.11,29.04
1370,10370,Action,42.69,10.69
1371,10371,Platform,48.68,25.47
1372,10372,Action,56.41,34.95
1373,10373,Action,30.34,14.28
1374,10374,Action,54.9,2.57
1375,10375,Misc,63.29,24.87
1376,10376,Shooter,45.28,19.13
1377,10377,Shooter,69.79,36.12
1378,10378,Misc,58.54,16.83
1379,10379,Action,40.78,25.08
1380,10380,Shooter,65.16,15.97
1381,10381,Role-Playing,63.66,10.8
1382,10382,Shooter,40.04,6.74
1383,10383,Fighting,34.35,3.39
1384,10384,Shooter,44.84,9.8
1385,10385,Platform,57.97,23.73
1386,10386,Action,41.93,27.29
1387,10387,Role-Playing,44.88,23.34
1388,10388,Action,45.46,14.32
1389,10389,Racing,37.16,6.54
1390,10390,Sports,35.56,28.02
1391,10391,Misc,42.64,2.89
1392,10392,Action,67.87,31.79
1393,10393,Action,53.31,28.16
1394,10394,Action,52.8,38.33
1395,10395,Fighting,49.28,23.21
1396,10396,Action,33.16,13.99
1397,10397,Puzzle,66.17,24.48
1398,10398,Adventure,40.93,11.12
1399,10399,Action,69.1,12.7
1400,10400,Misc,57.94,9.37
1401,10401,Shooter,41.32,19.93
1402,10402,Platform,44.09,23.52
1403,10403,Misc,61.67,11.26
1404,10404,Action,50.74,36.43
1405,10405,Shooter,40.82,13.5
1406,10406,Action,38.05,19.54
1407,10407,Action,62.78,13.93
1408,10408,Shooter,42.42,34.94
1409,10409,Action,43.47,17.85
1410,10410,Misc,43.42,20.12
1411,10411,Racing,64.02,16.8
1412,10412,Action,64.51,11.97
1413,10413,Fighting,33.5,9.9
1414,10414,Sports,53.45,6.47
1415,10415,Adventure,47.95,19.41
1416,10416,Sports,45.32,14.2
1417,10417,Role-Playing,54.82,19.72
1418,10418,Shooter,34.96,28.06
1419,10419,Sports,49.55,1.15
1420,10420,Fighting,33.97,17.56
1421,10421,Fighting,47.64,18.83
1422,10422,Role-Playing,52.67,35.19
1423,10423,Action,49.95,31.64
1424,10424,Role-Playing,40.73,20.18
1425,10425,Misc,66.31,22.59
1426,10426,Action,46.13,5.29
1427,10427,Platform,52.42,38.85
1428,10428,Role-Playing,55.06,23.53
1429,10429,Misc,49.31,35.64
1430,10430,Simulation,37.15,5.63
1431,10431,Adventure,54.89,30.66
1432,10432,Simulation,39.36,25.51
1433,10433,Action,55.69,30.88
1434,10434,Platform,42.79,6.24
1435,10435,Shooter,65.9,29.81
1436,10436,Shooter,54.99,7.38
1437,10437,Sports,62.0,18.94
1438,10438,Action,40.51,13.51
1439,10439,Racing,46.98,13.8
1440,10440,Racing,30.02,28.57
1441,10441,Misc,59.13,33.67
1442,10442,Role-Playing,46.9,7.44
1443,10443,Role-Playing,43.43,18.17
1444,10444,Adventure,57.33,15.13
1445,10445,Role-Playing,63.49,10.6
1446,10446,Sports,64.88,20.1
1447,10447,Fighting,46.49,5.4
1448,10448,Sports,39.92,1.66
1449,10449,Sports,32.09,11.2
1450,10450,Shooter,41.1,31.27
1451,10451,Action,67.72,6.82
1452,10452,Platform,49.29,13.72
1453,10453,Simulation,31.7,22.71
1454,10454,Role-Playing,69.96,30.82
1455,10455,Action,41.71,39.39
1456,10456,Shooter,69.93,23.47
1457,10457,Platform,56.53,31.73
1458,10458,Action,50.9,30.95
1459,10459,Platform,41.35,11.91
1460,10460,Shooter,45.37,37.07
1461,10461,Action,48.65,3.79
1462,10462,Fighting,32.02,11.42
1463,10463,Sports,32.34,13.69
1464,10464,Shooter,67.5,3.34
1465,10465,Sports,42.3,23.15
1466,10466,Fighting,50.17,23.39
1467,10467,Action,52.47,29.84
1468,10468,Shooter,31.9,29.6
1469,10469,Misc,48.09,23.51
1470,10470,Sports,42.28,28.93
1471,10471,Action,30.85,29.1
1472,10472,Simulation,46.56,16.37
1473,10473,Shooter,62.61,2.69
1474,10474,Simulation,67.19,3.74
1475,10475,Role-Playing,69.5,36.98
1476,10476,Platform,35.35,21.79
1477,10477,Platform,40.68,30.3
1478,10478,Action,45.74,3.81
1479,10479,Fighting,66.49,22.69
1480,10480,Racing,37.53,10.21
1481,10481,Shooter,33.47,8.64
1482,10482,Fighting,63.15,4.27
1483,10483,Action,59.05,7.06
1484,10484,Puzzle,38.7,21.36
1485,10485,Role-Playing,46.46,5.94
1486,10486,Puzzle,59.17,28.92
1487,10487,Simulation,53.2,32.64
1488,10488,Platform,45.05,3.05
1489,10489,Sports,43.91,29.36
1490,10490,Shooter,61.83,32.55
1491,10491,Misc,39.37,2.02
1492,10492,Sports,56.22,21.7
1493,10493,Sports,35.21,27.72
1494,10494,Racing,68.61,22.88
1495,10495,Sports,49.79,23.0
1496,10496,Shooter,38.51,20.89
1497,10497,Sports,49.06,23.71
1498,10498,Shooter,35.31,8.06
1499,10499,Simulation,66.67,27.59
1500,10500,Racing,34.25,14.81
1501,10501,Shooter,40.27,32.66
1502,10502,Sports,68.1,37.22
1503,10503,Role-Playing,37.94,16.05
1504,10504,Fighting,52.8,25.46
1505,10505,Racing,35.41,19.77
1506,10506,Platform,42.75,9.49
1507,10507,Strategy,42.98,17.41
1508,10508,Action,46.62,1.04
1509,10509,Sports,43.56,10.66
1510,10510,Action,64.35,31.93
1511,10511,Shooter,57.21,38.29
1512,10512,Sports,55.64,20.48
1513,10513,Shooter,55.8,28.97
1514,10514,Fighting,45.57,18.02
1515,10515,Shooter,34.5,2.45
1516,10516,Action,32.33,9.3
1517,10517,Adventure,32.86,2.14
1518,10518,Racing,50.14,7.75
1519,10519,Simulation,58.26,29.74
1520,10520,Fighting,48.69,4.1
1521,10521,Action,46.44,18.9
1522,10522,Platform,41.33,34.5
1523,10523,Sports,47.88,10.97
1524,10524,Shooter,62.33,38.69
1525,10525,Platform,39.56,20.71
1526,10526,Fighting,35.07,20.91
1527,10527,Role-Playing,34.61,23.86
1528,10528,Fighting,46.75,4.22
1529,10529,Shooter,53.09,33.95
1530,10530,Sports,32.55,18.28
1531,10531,Puzzle,63.3,11.39
1532,10532,Role-Playing,44.02,29.37
1533,10533,Platform,38.23,13.48
1534,10534,Action,69.93,30.91
1535,10535,Platform,35.79,6.16
1536,10536,Fighting,55.92,3.92
1537,10537,Simulation,47.3,29.0
1538,10538,Platform,48.13,3.07
1539,10539,Action,60.11,19.29
1540,10540,Shooter,37.57,3.87
1541,10541,Misc,46.51,20.63
1542,10542,Action,45.55,6.67
1543,10543,Strategy,49.55,17.24
1544,10544,Action,44.52,6.55
1545,10545,Adventure,68.52,18.28
1546,10546,Shooter,69.58,9.91
1547,10547,Action,49.85,23.03
1548,10548,Action,49.47,17.81
1549,10549,Fighting,54.54,31.54
1550,10550,Misc,41.3,6.57
1551,10551,Sports,40.86,26.09
1552,10552,Action,68.54,33.27
1553,10553,Sports,66.82,30.11
1554,10554,Puzzle,52.69,3.79
1555,10555,Sports,67.44,18.02
1556,10556,Racing,31.93,8.27
1557,10557,Role-Playing,49.45,1.61
1558,10558,Racing,41.87,26.21
1559,10559,Role-Playing,52.18,15.0
1560,10560,Fighting,35.56,6.28
1561,10561,Shooter,60.71,11.9
1562,10562,Misc,62.99,8.24
1563,10563,Shooter,47.18,4.17
1564,10564,Role-Playing,31.56,29.07
1565,10565,Action,56.1,29.97
1566,10566,Action,31.22,12.42
1567,10567,Action,47.2,31.08
1568,10568,Shooter,64.07,36.6
1569,10569,Platform,36.79,2.03
1570,10570,Action,31.18,12.18
1571,10571,Action,62.97,33.69
1572,10572,Racing,35.41,25.45
1573,10573,Fighting,43.36,15.96
1574,10574,Strategy,44.42,21.78
1575,10575,Action,68.69,31.68
1576,10576,Sports,47.3,19.33
1577,10577,Sports,64.22,25.37
1578,10578,Shooter,64.52,15.72
1579,10579,Sports,60.69,9.42
1580,10580,Sports,54.92,31.91
1581,10581,Simulation,43.06,25.25
1582,10582,Action,37.1,2.37
1583,10583,Platform,41.49,17.24
1584,10584,Action,35.11,1.15
1585,10585,Sports,42.32,15.84
1586,10586,Platform,64.78,10.95
1587,10587,Sports,49.23,16.93
1588,10588,Platform,60.02,1.64
1589,10589,Shooter,56.28,11.91
1590,10590,Action,47.52,19.1
1591,10591,Role-Playing,52.78,26.9
1592,10592,Fighting,66.67,6.01
1593,10593,Platform,31.35,20.78
1594,10594,Misc,56.35,24.05
1595,10595,Role-Playing,44.38,2.5
1596,10596,Sports,68.59,34.39
1597,10597,Platform,48.12,7.96
1598,10598,Role-Playing,48.1,7.33
1599,10599,Sports,69.21,3.63
1600,10600,Role-Playing,48.9,3.23
1601,10601,Sports,57.93,4.27
1602,10602,Sports,68.09,38.35
1603,10603,Racing,39.34,8.36
1604,10604,Action,38.17,21.54
1605,10605,Misc,58.79,11.89
1606,10606,Role-Playing,32.57,7.11
1607,10607,Action,53.05,12.65
1608,10608,Role-Playing,50.99,27.22
1609,10609,Sports,44.56,33.66
1610,10610,Misc,48.07,2.9
1611,10611,Action,68.03,29.22
1612,10612,Action,33.06,11.59
1613,10613,Action,47.95,21.28
1614,10614,Fighting,35.87,17.23
1615,10615,Shooter,48.42,21.34
1616,10616,Racing,59.24,2.57
1617,10617,Action,48.7,27.51
1618,10618,Sports,65.31,9.88
1619,10619,Sports,46.1,2.21
1620,10620,Misc,45.77,17.4
1621,10621,Misc,46.47,20.51
1622,10622,Racing,62.66,26.53
1623,10623,Role-Playing,45.72,12.35
1624,10624,Role-Playing,49.09,14.5
1625,10625,Racing,32.39,8.06
1626,10626,Shooter,54.72,28.89
1627,10627,Racing,62.21,12.03
1628,10628,Simulation,43.25,14.17
1629,10629,Adventure,46.02,17.03
1630,10630,Shooter,67.75,4.41
1631,10631,Platform,31.73,2.17
1632,10632,Sports,49.86,13.67
1633,10633,Sports,53.69,21.65
1634,10634,Fighting,41.31,22.2
1635,10635,Racing,37.99,10.05
1636,10636,Action,47.1,27.22
1637,10637,Misc,66.77,1.12
1638,10638,Racing,64.52,21.65
1639,10639,Sports,44.57,7.29
1640,10640,Puzzle,37.17,22.21
1641,10641,Fighting,49.96,28.99
1642,10642,Strategy,42.73,11.06
1643,10643,Racing,41.59,12.04
1644,10644,Sports,55.2,16.07
1645,10645,Misc,32.02,4.42
1646,10646,Action,56.6,26.21
1647,10647,Action,66.45,11.61
1648,10648,Misc,65.79,5.35
1649,10649,Action,62.48,27.74
1650,10650,Misc,45.16,32.91
1651,10651,Fighting,33.73,7.02
1652,10652,Action,62.16,32.87
1653,10653,Sports,40.58,38.7
1654,10654,Sports,41.71,3.55
1655,10655,Misc,34.42,12.0
1656,10656,Sports,56.57,31.82
1657,10657,Shooter,32.35,11.66
1658,10658,Action,42.32,25.64
1659,10659,Sports,41.88,15.11
1660,10660,Sports,48.5,3.09
1661,10661,Sports,46.06,20.38
1662,10662,Platform,42.1,27.79
1663,10663,Action,59.33,10.39
1664,10664,Platform,33.07,7.89
1665,10665,Role-Playing,37.74,26.31
1666,10666,Racing,59.49,28.34
1667,10667,Platform,48.62,32.58
1668,10668,Fighting,68.96,27.82
1669,10669,Sports,43.41,9.6
1670,10670,Action,41.33,28.72
1671,10671,Simulation,44.78,19.1
1672,10672,Action,54.4,33.33
1673,10673,Sports,56.36,33.07
1674,10674,Misc,42.83,34.77
1675,10675,Sports,46.0,16.83
1676,10676,Action,48.46,12.92
1677,10677,Shooter,36.12,2.87
1678,10678,Puzzle,48.12,2.44
1679,10679,Racing,40.5,18.45
1680,10680,Role-Playing,46.4,9.76
1681,10681,Sports,31.66,9.59
1682,10682,Action,48.11,5.45
1683,10683,Action,69.89,22.23
1684,10684,Role-Playing,46.58,30.5
1685,10685,Action,45.9,22.64
1686,10686,Action,37.7,11.75
1687,10687,Action,48.67,5.45
1688,10688,Racing,45.33,6.1
1689,10689,Sports,44.81,24.13
1690,10690,Misc,52.22,28.67
1691,10691,Action,41.27,33.45
1692,10692,Platform,38.69,19.73
1693,10693,Sports,44.99,10.26
1694,10694,Action,43.14,30.46
1695,10695,Shooter,66.67,14.36
1696,10696,Racing,34.96,1.87
1697,10697,Role-Playing,43.21,13.47
1698,10698,Misc,46.26,32.88
1699,10699,Misc,52.29,24.51
1700,10700,Platform,37.23,2.78
1701,10701,Platform,47.02,29.99
1702,10702,Misc,69.48,23.03
1703,10703,Action,65.76,24.72
1704,10704,Misc,58.47,38.11
1705,10705,Adventure,47.99,11.47
1706,10706,Sports,41.61,9.76
1707,10707,Role-Playing,48.04,24.41
1708,10708,Sports,48.03,32.29
1709,10709,Role-Playing,50.57,33.41
1710,10710,Fighting,50.52,21.4
1711,10711,Platform,38.33,3.04
1712,10712,Platform,32.84,16.44
1713,10713,Action,43.6,6.48
1714,10714,Action,58.78,28.3
1715,10715,Simulation,48.69,39.29
1716,10716,Platform,51.62,7.73
1717,10717,Action,31.77,19.76
1718,10718,Puzzle,43.87,33.16
1719,10719,Adventure,43.77,13.77
1720,10720,Racing,53.97,6.95
1721,10721,Shooter,42.99,13.89
1722,10722,Action,64.48,30.99
1723,10723,Action,44.02,36.98
1724,10724,Misc,57.91,13.93
1725,10725,Action,47.08,1.03
1726,10726,Misc,52.45,33.86
1727,10727,Platform,49.58,24.87
1728,10728,Sports,34.92,27.35
1729,10729,Platform,63.11,11.78
1730,10730,Puzzle,43.93,17.75
1731,10731,Action,45.7,19.04
1732,10732,Action,54.79,14.83
1733,10733,Role-Playing,32.46,17.59
1734,10734,Misc,35.94,18.7
1735,10735,Platform,40.42,27.41
1736,10736,Action,57.56,17.63
1737,10737,Role-Playing,44.12,22.2
1738,10738,Racing,44.69,21.73
1739,10739,Racing,65.71,21.89
1740,10740,Sports,46.72,13.51
1741,10741,Role-Playing,52.2,4.11
1742,10742,Role-Playing,46.5,5.28
1743,10743,Role-Playing,59.87,37.65
1744,10744,Simulation,49.02,23.14
1745,10745,Sports,41.07,20.63
1746,10746,Simulation,44.95,28.43
1747,10747,Sports,68.15,11.88
1748,10748,Shooter,45.47,9.18
1749,10749,Shooter,66.86,31.94
1750,10750,Sports,47.12,21.47
1751,10751,Sports,48.29,20.65
1752,10752,Shooter,69.99,4.6
1753,10753,Role-Playing,41.44,9.28
1754,10754,Misc,45.06,1.8
1755,10755,Racing,41.64,5.91
