Game_ID,Game_Name,Release_Year,Publisher_Name
1101,Call of Duty: Black Ops 3,2015.0,Activision
1102,Just Dance,2009.0,Ubisoft
1103,Battlefield 3,2011.0,Electronic Arts
1104,Need for Speed Underground,2003.0,Electronic Arts
1105,Tekken 3,1998.0,Sony Computer Entertainment
1106,Crash Bandicoot 3: Warped,1998.0,Sony Computer Entertainment
1107,Super Smash Bros. Melee,2001.0,Nintendo
1108,Mario Kart 8,2014.0,Nintendo
1109,Fallout 4,2015.0,Bethesda Softworks
1110,Mario Kart: Double Dash!!,2003.0,Nintendo
1111,Just Dance 4,2012.0,Ubisoft
1112,FIFA 14,2013.0,Electronic Arts
1113,Need for Speed Underground 2,2004.0,Electronic Arts
1114,Medal of Honor: Frontline,2002.0,Electronic Arts
1115,Uncharted 3: Drake's Deception,2011.0,Sony Computer Entertainment
1116,Crash Bandicoot,1996.0,Sony Computer Entertainment
1117,Zumba Fitness,2010.0,505 Games
1118,Gears of War 2,2008.0,Microsoft Game Studios
1119,Uncharted 2: Among Thieves,2009.0,Sony Computer Entertainment
1120,Call of Duty 4: Modern Warfare,2007.0,Activision
1121,FIFA 12,2011.0,Electronic Arts
1122,Big Brain Academy,2005.0,Nintendo
1123,Red Dead Redemption,2010.0,Take-Two Interactive
1124,FIFA 15,2014.0,Electronic Arts
1125,Donkey Kong Country Returns,2010.0,Nintendo
1126,The Elder Scrolls V: Skyrim,2011.0,Bethesda Softworks
1127,The Legend of Zelda,1986.0,Nintendo
1128,Assassin's Creed III,2012.0,Ubisoft
1129,Halo: Combat Evolved,2001.0,Microsoft Game Studios
1130,Pokémon Emerald Version,2004.0,Nintendo
1131,Kingdom Hearts,2002.0,Sony Computer Entertainment
1132,Pokémon Crystal Version,2000.0,Nintendo
1133,Halo 3: ODST,2009.0,Microsoft Game Studios
1134,Red Dead Redemption,2010.0,Take-Two Interactive
1135,Super Mario Sunshine,2002.0,Nintendo
1136,Street Fighter II: The World Warrior,1992.0,Capcom
1137,World of Warcraft,2004.0,Activision
1138,Driver,1999.0,GT Interactive
1139,Kinect Sports,2010.0,Microsoft Game Studios
1140,Gears of War 3,2011.0,Microsoft Game Studios
1141,Gears of War,2006.0,Microsoft Game Studios
1142,Metal Gear Solid 2: Sons of Liberty,2001.0,Konami Digital Entertainment
1143,Sonic the Hedgehog 2,1992.0,Sega
1144,Metal Gear Solid 4: Guns of the Patriots,2008.0,Konami Digital Entertainment
1145,Metal Gear Solid,1998.0,Konami Digital Entertainment
1146,The Last of Us,2013.0,Sony Computer Entertainment Europe
1147,Final Fantasy XII,2006.0,Square Enix
1148,LittleBigPlanet,2008.0,Sony Computer Entertainment
1149,Dragon Quest IX: Sentinels of the Starry Skies,2009.0,Nintendo
1150,LEGO Star Wars: The Complete Saga,2007.0,LucasArts
1151,Resident Evil 2,1998.0,Virgin Interactive
1152,Tekken 2,1996.0,Sony Computer Entertainment
1153,Cooking Mama,2006.0,505 Games
1154,Destiny,2014.0,Activision
1155,Tetris,1988.0,Nintendo
1156,Assassin's Creed II,2009.0,Ubisoft
1157,Super Smash Bros.,1999.0,Nintendo
1158,Assassin's Creed,2007.0,Ubisoft
1159,Batman: Arkham City,2011.0,Warner Bros. Interactive Entertainment
1160,Forza Motorsport 3,2009.0,Microsoft Game Studios
1161,Monster Hunter Freedom Unite,2008.0,Capcom
1162,Super Mario Advance,2001.0,Nintendo
1163,Mario Kart: Super Circuit,2001.0,Nintendo
1164,Super Mario World,2001.0,Nintendo
1165,Pokemon Stadium,1999.0,Nintendo
1166,Call of Duty: World at War,2008.0,Activision
1167,Crash Bandicoot: The Wrath of Cortex,2001.0,Universal Interactive
1168,Minecraft,2014.0,Sony Computer Entertainment
1169,Final Fantasy XIII,2009.0,Square Enix
1170,Dr. Mario,1989.0,Nintendo
1171,Pokemon Pinball,1999.0,Nintendo
1172,Assassin's Creed III,2012.0,Ubisoft
1173,Final Fantasy IX,2000.0,SquareSoft
1174,Final Fantasy X-2,2003.0,Electronic Arts
1175,Donkey Kong 64,1999.0,Nintendo
1176,Assassin's Creed II,2009.0,Ubisoft
1177,Professor Layton and the Curious Village,2007.0,Nintendo
1178,Tomb Raider II,1997.0,Eidos Interactive
1179,Dragon Quest VIII: Journey of the Cursed King,2004.0,Square Enix
1180,Diablo III,2012.0,Activision
1181,Super Mario Bros. 3,2003.0,Nintendo
1182,New Super Mario Bros. U,2012.0,Nintendo
1183,Super Mario Land 3: Wario Land,1994.0,Nintendo
1184,FIFA Soccer 13,2012.0,Electronic Arts
1185,The Legend of Zelda: Phantom Hourglass,2007.0,Nintendo
1186,Donkey Kong Country 2: Diddy's Kong Quest,1995.0,Nintendo
1187,Tomodachi Life,2013.0,Nintendo
1188,Mario & Sonic at the Olympic Games,2008.0,Sega
1189,Medal of Honor: Rising Sun,2003.0,Electronic Arts
1190,Kirby's Dream Land,1992.0,Nintendo
1191,Fable III,2010.0,Microsoft Game Studios
1192,Call of Duty: Advanced Warfare,2014.0,Activision
1193,Microsoft Flight Simulator,1996.0,Microsoft Game Studios
1194,Guitar Hero II,2006.0,RedOctane
1195,Resident Evil 5,2009.0,Capcom
1196,Grand Theft Auto V,2014.0,Take-Two Interactive
1197,Grand Theft Auto: Vice City Stories,2006.0,Take-Two Interactive
1198,FIFA Soccer 11,2010.0,Electronic Arts
1199,Super Mario Bros.,1999.0,Nintendo
1200,Resident Evil,1996.0,Virgin Interactive
1201,Tony Hawk's Pro Skater,1999.0,Activision
1202,Super Smash Bros. for Wii U and 3DS,2014.0,Nintendo
1203,Warzone 2100,1999.0,Eidos Interactive
1204,Spyro the Dragon,1998.0,Sony Computer Entertainment
1205,Link's Crossbow Training,2007.0,Nintendo
1206,Guitar Hero III: Legends of Rock,2007.0,Activision
1207,Fallout 3,2008.0,Bethesda Softworks
1208,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,2007.0,Nintendo
1209,Uncharted: Drake's Fortune,2007.0,Sony Computer Entertainment
1210,Madden NFL 06,2005.0,Electronic Arts
1211,LEGO Star Wars: The Complete Saga,2007.0,LucasArts
1212,Diddy Kong Racing,1997.0,Nintendo
1213,Monster Hunter Freedom 3,2010.0,Capcom
1214,Dr. Mario,1990.0,Nintendo
1215,God of War III,2010.0,Sony Computer Entertainment
1216,StarCraft II: Wings of Liberty,2010.0,Activision
1217,Assassin's Creed,2007.0,Ubisoft
1218,FIFA 15,2014.0,Electronic Arts
1219,Crash Team Racing,1999.0,Sony Computer Entertainment
1220,FIFA 17,2016.0,Electronic Arts
1221,Batman: Arkham City,2011.0,Warner Bros. Interactive Entertainment
1222,Driver 2,2000.0,Atari
1223,The Simpsons: Hit & Run,2003.0,Vivendi Games
1224,Tony Hawk's Pro Skater 2,2000.0,Activision
1225,Animal Crossing: City Folk,2008.0,Nintendo
1226,The Lord of the Rings: The Two Towers,2002.0,Electronic Arts
1227,Forza Motorsport 4,2011.0,Microsoft Game Studios
1228,Tomb Raider,1996.0,Eidos Interactive
1229,Guitar Hero III: Legends of Rock,2007.0,Activision
1230,The Legend of Zelda: A Link to the Past,1991.0,Nintendo
1231,The Legend of Zelda: The Wind Waker,2002.0,Nintendo
1232,Mario & Sonic at the Olympic Winter Games,2009.0,Sega
1233,Luigi's Mansion: Dark Moon,2013.0,Nintendo
1234,Splatoon,2015.0,Nintendo
1235,The Last of Us,2014.0,Sony Computer Entertainment
1236,Guitar Hero III: Legends of Rock,2007.0,Activision
1237,Madden NFL 2005,2004.0,Electronic Arts
1238,Pitfall!,1981.0,Activision
1239,Madden NFL 07,2006.0,Electronic Arts
1240,Spider-Man: The Movie,2002.0,Activision
1241,Dragon Quest VII: Warriors of Eden,2000.0,Enix Corporation
1242,Uncharted: The Nathan Drake Collection,2015.0,Sony Computer Entertainment
1243,Call of Duty: Advanced Warfare,2014.0,Activision
1244,God of War,2005.0,Sony Computer Entertainment
1245,Nintendo Land,2012.0,Nintendo
1246,Michael Jackson: The Experience,2010.0,Ubisoft
1247,Tony Hawk's Pro Skater 3,2001.0,Activision
1248,Winning Eleven: Pro Evolution Soccer 2007,2006.0,Konami Digital Entertainment
1249,The Elder Scrolls IV: Oblivion,2006.0,Take-Two Interactive
1250,Zelda II: The Adventure of Link,1987.0,Nintendo
1251,Need for Speed: Most Wanted,2005.0,Electronic Arts
1252,Resistance: Fall of Man,2006.0,Sony Computer Entertainment
1253,Sonic the Hedgehog,1991.0,Sega
1254,Kingdom Hearts II,2005.0,Square Enix
1255,FIFA 14,2013.0,Electronic Arts
1256,Call of Duty: Advanced Warfare,2014.0,Activision
1257,Asteroids,1980.0,Atari
1258,Fable II,2008.0,Microsoft Game Studios
1259,Halo 5: Guardians,2015.0,Microsoft Game Studios
1260,Super Mario 3D World,2013.0,Nintendo
1261,Batman: Arkham Asylum,2009.0,Eidos Interactive
1262,Assassin's Creed: Revelations,2011.0,Ubisoft
1263,Namco Museum,2001.0,Namco Bandai Games
1264,Metal Gear Solid 3: Snake Eater,2004.0,Konami Digital Entertainment
1265,Daxter,2006.0,Sony Computer Entertainment
1266,Warcraft II: Tides of Darkness,1995.0,Activision
1267,The Legend of Zelda: Ocarina of Time,2011.0,Nintendo
1268,FIFA Soccer 06,2005.0,Electronic Arts
1269,EyeToy Play,2003.0,Sony Computer Entertainment
1270,Uncharted 4: A Thief's End,2016.0,Sony Computer Entertainment
1271,Gran Turismo 5 Prologue,2007.0,Sony Computer Entertainment
1272,Assassin's Creed: Revelations,2011.0,Ubisoft
1273,Street Fighter IV,2009.0,Capcom
1274,FIFA 12,2011.0,Electronic Arts
1275,Teenage Mutant Ninja Turtles,1989.0,Palcom
1276,Excitebike,1984.0,Nintendo
1277,Frogger,1997.0,Hasbro Interactive
1278,Madden NFL 2003,2002.0,Electronic Arts
1279,Watch Dogs,2014.0,Ubisoft
1280,Half-Life,1997.0,Vivendi Games
1281,Super Mario World 2: Yoshi's Island,1995.0,Nintendo
1282,FIFA Soccer 07,2006.0,Electronic Arts
1283,The Legend of Zelda: Skyward Sword,2011.0,Nintendo
1284,Street Fighter II Turbo,1992.0,Capcom
1285,Carnival Games,2007.0,Take-Two Interactive
1286,Fallout 4,2015.0,Bethesda Softworks
1287,World of Warcraft: The Burning Crusade,2007.0,Activision
1288,Fallout: New Vegas,2010.0,Bethesda Softworks
1289,God of War II,2007.0,Sony Computer Entertainment
1290,Forza Motorsport 2,2007.0,Microsoft Game Studios
1291,World Soccer Winning Eleven 9,2005.0,Konami Digital Entertainment
1292,Namco Museum Vol.3,1996.0,Sony Computer Entertainment
1293,Tekken Tag Tournament,2000.0,Namco Bandai Games
1294,Far Cry 4,2014.0,Ubisoft
1295,Star Fox 64,1997.0,Nintendo
1296,Minecraft,2014.0,Sony Computer Entertainment Europe
1297,Golf,1984.0,Nintendo
1298,Fallout 3,2008.0,Bethesda Softworks
1299,Professor Layton and the Diabolical Box,2007.0,Nintendo
1300,Left 4 Dead 2,2009.0,Electronic Arts
1301,Namco Museum: 50th Anniversary,2005.0,Namco Bandai Games
1302,EA Sports Active,2009.0,Electronic Arts
1303,Assassin's Creed: Unity,2014.0,Ubisoft
1304,Donkey Kong Land,1994.0,Nintendo
1305,Tony Hawk's Underground,2003.0,Activision
1306,Assassin's Creed IV: Black Flag,2013.0,Ubisoft
1307,Monster Hunter 4 Ultimate,2014.0,Nintendo
1308,MotorStorm,2006.0,Sony Computer Entertainment
1309,The Elder Scrolls V: Skyrim,2011.0,Bethesda Softworks
1310,Tekken 5,2005.0,Namco Bandai Games
1311,Dragon Warrior III,1988.0,Enix Corporation
1312,Sports Champions,2010.0,Sony Computer Entertainment
1313,NBA 2K16,2015.0,Take-Two Interactive
1314,World Soccer Winning Eleven 8 International,2004.0,Konami Digital Entertainment
1315,Flash Focus: Vision Training in Minutes a Day,2007.0,Nintendo
1316,Namco Museum Vol.1,1995.0,Sony Computer Entertainment
1317,The Legend of Zelda: Link's Awakening,1992.0,Nintendo
1318,Mario & Luigi: Bowser's Inside Story,2009.0,Nintendo
1319,Big Brain Academy: Wii Degree,2007.0,Nintendo
1320,Nintendogs + cats,2011.0,Nintendo
1321,Batman: Arkham Knight,2015.0,Warner Bros. Interactive Entertainment
1322,Mario & Sonic at the London 2012 Olympic Games,2011.0,Sega
1323,LEGO Indiana Jones: The Original Adventures,2008.0,Activision
1324,Resident Evil Director's Cut,1996.0,Virgin Interactive
1325,Ratchet & Clank: Size Matters,2007.0,Sony Computer Entertainment
1326,Just Dance 2014,2013.0,Ubisoft
1327,The Sims: Unleashed,2002.0,Electronic Arts
1328,Super Paper Mario,2007.0,Nintendo
1329,Harry Potter and the Sorcerer's Stone,2001.0,Electronic Arts
1330,The Witcher 3: Wild Hunt,2015.0,Namco Bandai Games
1331,Resident Evil 3: Nemesis,1999.0,Eidos Interactive
1332,Spyro: Year of the Dragon,2000.0,Sony Computer Entertainment
1333,FIFA Soccer 2005,2004.0,Electronic Arts
1334,Pokémon Trading Card Game,1998.0,Nintendo
1335,Battlefield 4,2013.0,Electronic Arts
1336,MySims,2007.0,Electronic Arts
1337,Friend Collection,2009.0,Nintendo
1338,Tony Hawk's Pro Skater 4,2002.0,Activision
1339,Midnight Club 3: DUB Edition,2005.0,Take-Two Interactive
1340,Banjo-Kazooie,1998.0,Nintendo
1341,SOCOM: U.S. Navy SEALs,2002.0,Sony Computer Entertainment
1342,Guitar Hero: World Tour,2008.0,Activision
1343,Gran Turismo 6,2013.0,Sony Computer Entertainment
1344,Jak and Daxter: The Precursor Legacy,2001.0,Sony Computer Entertainment
1345,Pokemon Snap,1999.0,Nintendo
1346,FIFA Soccer 10,2009.0,Electronic Arts
1347,Pro Evolution Soccer 2008,2007.0,Konami Digital Entertainment
1348,Call of Duty: Ghosts,2013.0,Activision
1349,Resident Evil 4,2005.0,Capcom
1350,Tom Clancy's The Division,2016.0,Ubisoft
1351,Star Wars: Battlefront,2004.0,LucasArts
1352,Doom II: Hell on Earth,1994.0,Virgin Interactive
1353,The Simpsons: Road Rage,2001.0,Electronic Arts
1354,Cooking Mama 2: Dinner With Friends,2007.0,505 Games
1355,Luigi's Mansion,2001.0,Nintendo
1356,Star Wars: Battlefront II,2005.0,LucasArts
1357,WWF SmackDown!,2000.0,THQ
1358,Croc: Legend of the Gobbos,1997.0,Fox Interactive
1359,Grand Theft Auto: Liberty City Stories,2006.0,Take-Two Interactive
1360,The Getaway,2002.0,Sony Computer Entertainment
1361,Tomb Raider III: Adventures of Lara Croft,1997.0,Eidos Interactive
1362,James Bond 007: Agent Under Fire,2001.0,Electronic Arts
1363,LEGO Star Wars: The Video Game,2005.0,Eidos Interactive
1364,Battlefield 4,2013.0,Electronic Arts
1365,FIFA Soccer 11,2010.0,Electronic Arts
1366,Rugrats in Paris: The Movie,2000.0,THQ
1367,Spyro 2: Ripto's Rage!,1999.0,Sony Computer Entertainment
1368,Left 4 Dead,2008.0,Electronic Arts
1369,Mario & Sonic at the Olympic Winter Games,2009.0,Sega
1370,Resident Evil 5,2009.0,Capcom
1371,Donkey Kong Country 3: Dixie Kong's Double Trouble!,1996.0,Nintendo
1372,Assassin's Creed: Brotherhood,2010.0,Ubisoft
1373,Kung Fu,1985.0,Nintendo
1374,Batman: Arkham Asylum,2009.0,Eidos Interactive
1375,Clubhouse Games,2006.0,Nintendo
1376,Star Wars Battlefront (2015),2015.0,Electronic Arts
1377,Battlefield: Bad Company 2,2010.0,Electronic Arts
1378,Guitar Hero: On Tour,2008.0,Activision
1379,Assassin's Creed: Unity,2014.0,Ubisoft
1380,Far Cry 3,2012.0,Ubisoft
1381,Monster Hunter 4,2013.0,Capcom
1382,Borderlands,2009.0,Take-Two Interactive
1383,Tekken 4,2002.0,Namco Bandai Games
1384,Battlefield 4,2013.0,Electronic Arts
1385,LittleBigPlanet 2,2011.0,Sony Computer Entertainment
1386,Grand Theft Auto 2,1998.0,Take-Two Interactive
1387,Final Fantasy III,1994.0,SquareSoft
1388,Spider-Man 2,2004.0,Activision
1389,F-1 Race,1990.0,Nintendo
1390,FIFA Soccer 2003,2002.0,Electronic Arts
1391,Crash Bash,2000.0,Sony Computer Entertainment
1392,LEGO Batman: The Videogame,2008.0,Warner Bros. Interactive Entertainment
1393,Metal Gear Solid V: The Phantom Pain,2015.0,Konami Digital Entertainment
1394,The Legend of Zelda: Spirit Tracks,2009.0,Nintendo
1395,WWF War Zone,1998.0,Acclaim Entertainment
1396,The Legend of Zelda: Majora's Mask,2000.0,Nintendo
1397,Professor Layton and the Unwound Future,2008.0,Nintendo
1398,Rugrats: Search For Reptar,1998.0,THQ
1399,Assassin's Creed IV: Black Flag,2013.0,Ubisoft
1400,English Training: Have Fun Improving Your Skills!,2006.0,Nintendo
1401,James Bond 007: Nightfire,2002.0,Electronic Arts
1402,Ratchet & Clank,2002.0,Sony Computer Entertainment
1403,Mario Party 9,2012.0,Nintendo
1404,Star Wars Episode III: Revenge of the Sith,2005.0,LucasArts
1405,Max Payne,2001.0,Take-Two Interactive
1406,The Lord of the Rings: The Return of the King,2003.0,Electronic Arts
1407,Assassin's Creed Syndicate,2015.0,Ubisoft
1408,Destiny,2014.0,Activision
1409,True Crime: Streets of LA,2003.0,Activision
1410,Wii Music,2008.0,Nintendo
1411,Gran Turismo (PSP),2009.0,Sony Computer Entertainment
1412,Monster Hunter X,2015.0,Capcom
1413,Tekken,1995.0,Sony Computer Entertainment
1414,FIFA 16,2015.0,Electronic Arts
1415,L.A. Noire,2011.0,Take-Two Interactive
1416,Madden NFL 16,2015.0,Electronic Arts
1417,Yokai Watch 2 Ganso/Honke,2014.0,Nintendo
1418,007: Tomorrow Never Dies,1999.0,Electronic Arts
1419,Baseball,1983.0,Nintendo
1420,Killer Instinct,1995.0,Nintendo
1421,WWF SmackDown! 2: Know Your Role,2000.0,THQ
1422,Crisis Core: Final Fantasy VII,2007.0,Square Enix
1423,God of War: Chains of Olympus,2008.0,Sony Computer Entertainment
1424,Dragon Quest VI: Maboroshi no Daichi,1995.0,Enix Corporation
1425,Dance Central,2010.0,MTV Games
1426,Enter the Matrix,2003.0,Atari
1427,Super Mario Maker,2015.0,Nintendo
1428,Fallout: New Vegas,2010.0,Bethesda Softworks
1429,Rhythm Heaven,2008.0,Nintendo
1430,Ace Combat 04: Shattered Skies,2001.0,Sony Computer Entertainment Europe
1431,Club Penguin: Elite Penguin Force,2008.0,Disney Interactive Studios
1432,Animal Crossing,2001.0,Nintendo
1433,LEGO Batman: The Videogame,2008.0,Warner Bros. Interactive Entertainment
1434,Sonic Rush,2005.0,Sega
1435,Resident Evil 6,2012.0,Capcom
1436,Halo: The Master Chief Collection,2014.0,Microsoft Game Studios
1437,FIFA Soccer 08,2007.0,Electronic Arts
1438,Spider-Man,2000.0,Activision
1439,Need for Speed III: Hot Pursuit,1998.0,Electronic Arts
1440,Star Wars Episode I Racer,1999.0,Nintendo
1441,Personal Trainer: Cooking,2006.0,Nintendo
1442,The Elder Scrolls IV: Oblivion,2007.0,Ubisoft
1443,Dragon Warrior IV,1990.0,Enix Corporation
1444,Heavy Rain,2010.0,Sony Computer Entertainment
1445,Mass Effect 2,2010.0,Electronic Arts
1446,FIFA 15,2014.0,Electronic Arts
1447,Dragon Ball Z: Budokai,2002.0,Atari
1448,Madden NFL 2002,2001.0,Electronic Arts
1449,World Class Track Meet,1986.0,Namco Bandai Games
1450,Borderlands 2,2012.0,Take-Two Interactive
1451,The Legend of Zelda: A Link Between Worlds,2013.0,Nintendo
1452,Donkey Kong,1994.0,Nintendo
1453,The Sims: Vacation,2002.0,Electronic Arts
1454,Mass Effect 3,2012.0,Electronic Arts
1455,Kung Fu Panda,2008.0,Activision
1456,Far Cry 3,2012.0,Ubisoft
1457,Epic Mickey,2010.0,Disney Interactive Studios
1458,Saints Row 2,2008.0,THQ
1459,Rayman,1995.0,Ubisoft
1460,Killzone 2,2009.0,Sony Computer Entertainment
1461,Tom Clancy's Splinter Cell,2002.0,Ubisoft
1462,Mike Tyson's Punch-Out!!,1987.0,Nintendo
1463,WWE SmackDown! Shut Your Mouth,2002.0,THQ
1464,Gears of War: Ultimate Edition,2015.0,Microsoft Game Studios
1465,NBA 2K13,2012.0,Take-Two Interactive
1466,Dragon Ball Z: Budokai Tenkaichi 3,2007.0,Atari
1467,Middle-Earth: Shadow of Mordor,2014.0,Warner Bros. Interactive Entertainment
1468,Star Fox,1993.0,Nintendo
1469,The Sims: Livin Large,2000.0,Electronic Arts
1470,World Soccer Winning Eleven 6 International,2002.0,Konami Digital Entertainment
1471,Devil May Cry,2001.0,Capcom
1472,Animal Crossing: Happy Home Designer,2015.0,Nintendo
1473,Battlefield: Bad Company 2,2010.0,Electronic Arts
1474,The Sims 4,2014.0,Electronic Arts
1475,Star Wars: The Old Republic,2011.0,Electronic Arts
1476,Sonic Heroes,2003.0,Sega
1477,Kirby Super Star Ultra,2008.0,Nintendo
1478,Hitman 2: Silent Assassin,2002.0,Eidos Interactive
1479,Street Fighter IV,2009.0,Capcom
1480,Wave Race 64,1996.0,Nintendo
1481,SOCOM II: U.S. Navy SEALs,2003.0,Sony Computer Entertainment
1482,WWE SmackDown! vs. RAW 2006,2005.0,THQ
1483,inFAMOUS,2009.0,Sony Computer Entertainment
1484,Pac-Man Collection,2001.0,Atari
1485,Mass Effect,2007.0,Microsoft Game Studios
1486,WarioWare: Smooth Moves,2006.0,Nintendo
1487,Cooking Mama: Cook Off,2007.0,505 Games
1488,Super Mario World 2: Yoshi's Island,2002.0,Nintendo
1489,FIFA 14,2013.0,Electronic Arts
1490,Titanfall,2014.0,Electronic Arts
1491,Sonic Mega Collection Plus,2004.0,Sega
1492,Sega Superstars Tennis,2008.0,Sega
1493,World Soccer Winning Eleven 7 International,2003.0,Konami Digital Entertainment
1494,Need for Speed: Most Wanted,2012.0,Electronic Arts
1495,Hot Shots Golf 3,2001.0,Sony Computer Entertainment
1496,Call of Duty: Finest Hour,2004.0,Activision
1497,Zumba Fitness 2,2011.0,Majesco Entertainment
1498,Syphon Filter,1999.0,Sony Computer Entertainment
1499,Imagine: Babyz,2007.0,Ubisoft
1500,Colin McRae Rally,1998.0,Codemasters
1501,Call of Duty: Ghosts,2013.0,Activision
